,day,count
3219,20070105,7
3220,20070106,4
3221,20070107,1
3222,20070108,6
3223,20070109,3
3224,20070110,11
3225,20070111,1
3226,20070112,6
3227,20070113,6
3228,20070114,6
3229,20070115,5
3230,20070116,5
3231,20070117,4
3232,20070118,7
3233,20070119,4
3234,20070120,2
3235,20070121,8
3236,20070122,6
3237,20070123,11
3238,20070124,9
3239,20070125,7
3240,20070126,7
3241,20070127,6
3242,20070128,7
3243,20070129,3
3244,20070130,7
3245,20070131,11
3246,20070201,6
3247,20070202,8
3248,20070203,14
3249,20070204,5
3250,20070205,6
3251,20070206,19
3252,20070207,2
3253,20070208,8
3254,20070209,13
3255,20070210,9
3256,20070211,5
3257,20070212,10
3258,20070213,6
3259,20070214,7
3260,20070215,10
3261,20070216,5
3262,20070217,7
3263,20070218,13
3264,20070219,10
3265,20070220,12
3266,20070221,9
3267,20070222,3
3268,20070223,4
3269,20070224,8
3270,20070225,1
3271,20070226,10
3272,20070227,12
3273,20070228,12
3274,20070301,5
3275,20070302,3
3276,20070303,2
3277,20070304,4
3278,20070305,3
3279,20070306,5
3280,20070307,3
3281,20070309,2
3282,20070310,2
3283,20070311,6
3284,20070312,5
3285,20070313,1
3286,20070314,5
3287,20070315,7
3288,20070316,8
3289,20070317,10
3290,20070318,5
3291,20070319,14
3292,20070320,15
3293,20070321,10
3294,20070322,2
3295,20070323,10
3296,20070324,8
3297,20070325,8
3298,20070326,11
3299,20070327,22
3300,20070328,16
3301,20070329,11
3302,20070330,11
3303,20070331,14
3304,20070401,5
3305,20070402,9
3306,20070403,9
3307,20070404,5
3308,20070405,6
3309,20070406,10
3310,20070407,4
3311,20070408,5
3312,20070409,10
3313,20070410,11
3314,20070411,13
3315,20070412,13
3316,20070413,7
3317,20070414,8
3318,20070415,12
3319,20070416,4
3320,20070417,8
3321,20070418,8
3322,20070419,5
3323,20070420,3
3324,20070421,8
3325,20070422,5
3326,20070423,12
3327,20070424,6
3328,20070425,7
3329,20070426,3
3330,20070427,1
3331,20070428,6
3332,20070429,7
3333,20070430,7
3334,20070501,10
3335,20070502,3
3336,20070503,6
3337,20070504,2
3338,20070506,5
3339,20070507,3
3340,20070508,2
3341,20070509,3
3342,20070510,1
3343,20070511,4
3344,20070512,7
3345,20070513,3
3346,20070514,6
3347,20070515,6
3348,20070516,4
3349,20070517,6
3350,20070518,6
3351,20070519,4
3352,20070520,9
3353,20070521,4
3354,20070522,8
3355,20070523,8
3356,20070524,9
3357,20070525,4
3358,20070526,6
3359,20070527,14
3360,20070528,10
3361,20070529,6
3362,20070530,6
3363,20070531,6
3364,20070601,35
3365,20070602,27
3366,20070603,31
3367,20070604,45
3368,20070605,43
3369,20070606,32
3370,20070607,44
3371,20070608,32
3372,20070609,33
3373,20070610,22
3374,20070611,37
3375,20070612,40
3376,20070613,63
3377,20070614,28
3378,20070615,12
3379,20070616,5
3380,20070617,5
3381,20070618,2
3382,20070619,3
3383,20070620,3
3384,20070621,5
3385,20070622,3
3386,20070623,3
3387,20070624,5
3388,20070625,6
3389,20070626,6
3390,20070627,5
3391,20070628,4
3392,20070629,5
3393,20070630,4
3394,20070700,1
3395,20070701,7
3396,20070702,7
3397,20070703,15
3398,20070704,14
3399,20070705,15
3400,20070706,10
3401,20070707,3
3402,20070708,9
3403,20070709,8
3404,20070710,9
3405,20070711,6
3406,20070712,8
3407,20070713,5
3408,20070714,3
3409,20070715,10
3410,20070716,8
3411,20070717,6
3412,20070718,21
3413,20070719,4
3414,20070720,7
3415,20070721,9
3416,20070722,5
3417,20070723,9
3418,20070724,3
3419,20070725,2
3420,20070726,2
3421,20070727,6
3422,20070728,2
3423,20070730,8
3424,20070731,2
3425,20070801,7
3426,20070802,5
3427,20070803,7
3428,20070804,2
3429,20070805,10
3430,20070806,3
3431,20070807,3
3432,20070809,2
3433,20070810,8
3434,20070811,3
3435,20070812,5
3436,20070813,3
3437,20070814,5
3438,20070815,5
3439,20070816,7
3440,20070817,8
3441,20070818,11
3442,20070819,1
3443,20070820,10
3444,20070821,10
3445,20070822,7
3446,20070823,5
3447,20070824,14
3448,20070825,13
3449,20070826,6
3450,20070827,7
3451,20070828,10
3452,20070829,5
3453,20070830,11
3454,20070831,7
3455,20070901,3
3456,20070902,6
3457,20070903,10
3458,20070904,5
3459,20070905,2
3460,20070906,4
3461,20070907,5
3462,20070908,8
3463,20070909,2
3464,20070910,4
3465,20070911,4
3466,20070912,4
3467,20070913,3
3468,20070914,5
3469,20070915,3
3470,20070916,10
3471,20070917,6
3472,20070918,6
3473,20070919,7
3474,20070920,6
3475,20070921,6
3476,20070922,7
3477,20070923,8
3478,20070924,10
3479,20070925,6
3480,20070926,9
3481,20070927,6
3482,20070928,2
3483,20070929,4
3484,20070930,4
3485,20071001,18
3486,20071002,14
3487,20071003,10
3488,20071004,16
3489,20071005,5
3490,20071006,8
3491,20071007,4
3492,20071008,14
3493,20071009,18
3494,20071010,10
3495,20071011,13
3496,20071012,7
3497,20071013,5
3498,20071014,10
3499,20071015,7
3500,20071016,10
3501,20071017,3
3502,20071018,3
3503,20071019,13
3504,20071020,11
3505,20071021,7
3506,20071022,14
3507,20071023,14
3508,20071024,9
3509,20071025,11
3510,20071026,18
3511,20071027,13
3512,20071028,12
3513,20071029,14
3514,20071030,7
3515,20071031,14
3516,20071101,12
3517,20071102,14
3518,20071103,9
3519,20071104,22
3520,20071105,25
3521,20071106,23
3522,20071107,11
3523,20071108,27
3524,20071109,16
3525,20071110,18
3526,20071111,21
3527,20071112,22
3528,20071113,22
3529,20071114,20
3530,20071115,16
3531,20071116,17
3532,20071117,16
3533,20071118,19
3534,20071119,22
3535,20071120,18
3536,20071121,12
3537,20071122,16
3538,20071123,15
3539,20071124,19
3540,20071125,14
3541,20071126,24
3542,20071127,17
3543,20071128,17
3544,20071129,22
3545,20071130,5
3546,20071199,3
3547,20071201,11
3548,20071202,4
3549,20071203,6
3550,20071204,7
3551,20071205,8
3552,20071206,9
3553,20071207,7
3554,20071208,10
3555,20071209,10
3556,20071210,10
3557,20071211,11
3558,20071212,10
3559,20071213,12
3560,20071214,1
3561,20071215,16
3562,20071216,3
3563,20071217,4
3564,20071218,6
3565,20071219,2
3566,20071220,3
3567,20071221,1
3568,20071222,1
3569,20071223,8
3570,20071224,1
3571,20071225,2
3572,20071226,6
3573,20071227,2
3574,20071229,1
3575,20071231,1
3576,20170101,25
3577,20170102,34
3578,20170103,25
3579,20170104,39
3580,20170105,23
3581,20170106,29
3582,20170107,27
3583,20170108,21
3584,20170109,27
3585,20170110,39
3586,20170111,15
3587,20170112,27
3588,20170113,27
3589,20170114,23
3590,20170115,31
3591,20170116,26
3592,20170117,34
3593,20170118,37
3594,20170119,20
3595,20170120,28
3596,20170121,26
3597,20170122,21
3598,20170123,25
3599,20170124,24
3600,20170125,32
3601,20170126,28
3602,20170127,24
3603,20170128,35
3604,20170129,30
3605,20170130,41
3606,20170131,32
3607,20170201,30
3608,20170202,31
3609,20170203,22
3610,20170204,39
3611,20170205,21
3612,20170206,28
3613,20170207,31
3614,20170208,30
3615,20170209,25
3616,20170210,32
3617,20170211,26
3618,20170212,40
3619,20170213,26
3620,20170214,29
3621,20170215,38
3622,20170216,31
3623,20170217,28
3624,20170218,27
3625,20170219,29
3626,20170220,30
3627,20170221,39
3628,20170222,37
3629,20170223,29
3630,20170224,31
3631,20170225,35
3632,20170226,38
3633,20170227,36
3634,20170228,39
3635,20170301,42
3636,20170302,33
3637,20170303,27
3638,20170304,23
3639,20170305,32
3640,20170306,31
3641,20170307,33
3642,20170308,37
3643,20170309,27
3644,20170310,25
3645,20170311,29
3646,20170312,25
3647,20170313,40
3648,20170314,28
3649,20170315,43
3650,20170316,15
3651,20170317,35
3652,20170318,26
3653,20170319,31
3654,20170320,35
3655,20170321,29
3656,20170322,42
3657,20170323,27
3658,20170324,30
3659,20170325,34
3660,20170326,30
3661,20170327,26
3662,20170328,37
3663,20170329,38
3664,20170330,33
3665,20170331,18
3666,20170401,23
3667,20170402,28
3668,20170403,32
3669,20170404,21
3670,20170405,29
3671,20170406,32
3672,20170407,61
3673,20170408,40
3674,20170409,33
3675,20170410,18
3676,20170411,23
3677,20170412,14
3678,20170413,21
3679,20170414,20
3680,20170415,30
3681,20170416,23
3682,20170417,29
3683,20170418,30
3684,20170419,57
3685,20170420,29
3686,20170421,57
3687,20170422,15
3688,20170423,24
3689,20170424,25
3690,20170425,23
3691,20170426,23
3692,20170427,25
3693,20170428,24
3694,20170429,35
3695,20170430,20
3696,20170501,30
3697,20170502,27
3698,20170503,25
3699,20170504,15
3700,20170505,15
3701,20170506,19
3702,20170507,30
3703,20170508,27
3704,20170509,33
3705,20170510,31
3706,20170511,22
3707,20170512,34
3708,20170513,43
3709,20170514,40
3710,20170515,51
3711,20170516,50
3712,20170517,47
3713,20170518,40
3714,20170519,45
3715,20170520,55
3716,20170521,28
3717,20170522,40
3718,20170523,46
3719,20170524,41
3720,20170525,26
3721,20170526,28
3722,20170527,36
3723,20170528,29
3724,20170529,53
3725,20170530,38
3726,20170531,39
3727,20170601,27
3728,20170602,25
3729,20170603,41
3730,20170604,18
3731,20170605,25
3732,20170606,35
3733,20170607,39
3734,20170608,39
3735,20170609,38
3736,20170610,59
3737,20170611,32
3738,20170612,28
3739,20170613,31
3740,20170614,38
3741,20170615,40
3742,20170616,42
3743,20170617,28
3744,20170618,48
3745,20170619,52
3746,20170620,41
3747,20170621,42
3748,20170622,22
3749,20170623,36
3750,20170624,28
3751,20170625,40
3752,20170626,44
3753,20170627,31
3754,20170628,42
3755,20170629,28
3756,20170630,38
3757,20170701,22
3758,20170702,28
3759,20170703,43
3760,20170704,28
3761,20170705,34
3762,20170706,30
3763,20170707,25
3764,20170708,36
3765,20170709,33
3766,20170710,28
3767,20170711,31
3768,20170712,29
3769,20170713,53
3770,20170714,26
3771,20170715,32
3772,20170716,38
3773,20170717,30
3774,20170718,44
3775,20170719,41
3776,20170720,30
3777,20170721,34
3778,20170722,28
3779,20170723,37
3780,20170724,37
3781,20170725,24
3782,20170726,31
3783,20170727,30
3784,20170728,37
3785,20170729,21
3786,20170730,29
3787,20170731,26
3788,20170801,28
3789,20170802,38
3790,20170803,24
3791,20170804,36
3792,20170805,28
3793,20170806,40
3794,20170807,35
3795,20170808,16
3796,20170809,34
3797,20170810,24
3798,20170811,21
3799,20170812,36
3800,20170813,30
3801,20170814,33
3802,20170815,37
3803,20170816,30
3804,20170817,30
3805,20170818,21
3806,20170819,29
3807,20170820,28
3808,20170821,31
3809,20170822,23
3810,20170823,35
3811,20170824,34
3812,20170825,62
3813,20170826,24
3814,20170827,44
3815,20170828,42
3816,20170829,24
3817,20170830,23
3818,20170831,29
3819,20170901,19
3820,20170902,18
3821,20170903,21
3822,20170904,26
3823,20170905,25
3824,20170906,39
3825,20170907,27
3826,20170908,26
3827,20170909,21
3828,20170910,26
3829,20170911,34
3830,20170912,22
3831,20170913,26
3832,20170914,34
3833,20170915,37
3834,20170916,23
3835,20170917,24
3836,20170918,29
3837,20170919,23
3838,20170920,21
3839,20170921,19
3840,20170922,26
3841,20170923,23
3842,20170924,26
3843,20170925,25
3844,20170926,30
3845,20170927,43
3846,20170928,49
3847,20170929,39
3848,20170930,35
3849,20171001,27
3850,20171002,28
3851,20171003,27
3852,20171004,28
3853,20171005,24
3854,20171006,18
3855,20171007,22
3856,20171008,18
3857,20171009,32
3858,20171010,31
3859,20171011,24
3860,20171012,36
3861,20171013,24
3862,20171014,27
3863,20171015,37
3864,20171016,27
3865,20171017,22
3866,20171018,32
3867,20171019,26
3868,20171020,22
3869,20171021,24
3870,20171022,26
3871,20171023,27
3872,20171024,28
3873,20171025,20
3874,20171026,20
3875,20171027,22
3876,20171028,32
3877,20171029,22
3878,20171030,25
3879,20171031,28
3880,20040011,1
3881,20171101,13
3882,20171102,19
3883,20171103,20
3884,20171104,26
3885,20171105,22
3886,20171106,27
3887,20171107,41
3888,20171108,22
3889,20171109,25
3890,20171110,26
3891,20171111,23
3892,20171112,32
3893,20171113,37
3894,20171114,23
3895,20171115,27
3896,20171116,23
3897,20171117,18
3898,20171118,25
3899,20171119,29
3900,20171120,24
3901,20171121,24
3902,20171122,22
3903,20171123,23
3904,20171124,40
3905,20171125,24
3906,20171126,34
3907,20171127,38
3908,20171128,45
3909,20171129,20
3910,20171130,31
3911,20040101,3
3912,20040102,2
3913,20040103,1
3914,20040104,3
3915,20040105,4
3916,20040106,3
3917,20040107,5
3918,20040108,3
3919,20040109,4
3920,20040110,6
3921,20040111,2
3922,20040112,5
3923,20040113,2
3924,20040114,4
3925,20040115,4
3926,20040116,2
3927,20040117,1
3928,20040118,6
3929,20040119,2
3930,20040122,1
3931,20040123,1
3932,20040124,1
3933,20040125,1
3934,20040126,1
3935,20040127,3
3936,20040128,2
3937,20040129,1
3938,20040130,1
3939,20040131,5
3940,20171201,29
3941,20171202,35
3942,20171203,23
3943,20171204,37
3944,20171205,27
3945,20171206,22
3946,20171207,29
3947,20171208,28
3948,20171209,25
3949,20171210,24
3950,20171211,22
3951,20171212,42
3952,20171213,18
3953,20171214,15
3954,20171215,22
3955,20171216,14
3956,20171217,26
3957,20171218,24
3958,20171219,14
3959,20171220,29
3960,20171221,15
3961,20171222,21
3962,20171223,16
3963,20171224,20
3964,20171225,28
3965,20171226,15
3966,20171227,28
3967,20171228,35
3968,20171229,22
3969,20171230,23
3970,20171231,23
3971,20040201,3
3972,20040202,1
3973,20040205,2
3974,20040206,1
3975,20040207,2
3976,20040210,2
3977,20040211,2
3978,20040212,2
3979,20040215,2
3980,20040216,10
3981,20040217,2
3982,20040218,4
3983,20040219,1
3984,20040221,2
3985,20040222,2
3986,20040223,2
3987,20040225,1
3988,20040227,2
3989,20040229,1
3990,20040301,2
3991,20040302,7
3992,20040303,3
3993,20040304,3
3994,20040305,2
3995,20040306,4
3996,20040307,3
3997,20040308,3
3998,20040309,4
3999,20040310,2
4000,20040311,7
4001,20040312,1
4002,20040314,2
4003,20040315,1
4004,20040316,2
4005,20040317,4
4006,20040318,4
4007,20040319,1
4008,20040320,1
4009,20040321,4
4010,20040322,2
4011,20040324,1
4012,20040325,2
4013,20040327,3
4014,20040328,3
4015,20040329,4
4016,20040330,2
4017,20040331,5
4018,20040401,3
4019,20040402,2
4020,20040403,2
4021,20040404,6
4022,20040405,4
4023,20040406,5
4024,20040407,2
4025,20040408,4
4026,20040409,4
4027,20040410,5
4028,20040411,2
4029,20040412,1
4030,20040413,2
4031,20040414,6
4032,20040415,3
4033,20040416,5
4034,20040417,4
4035,20040418,1
4036,20040419,4
4037,20040420,8
4038,20040421,5
4039,20040422,2
4040,20040423,3
4041,20040424,5
4042,20040425,1
4043,20040426,2
4044,20040427,2
4045,20040428,1
4046,20040430,2
4047,20040501,5
4048,20040502,2
4049,20040503,4
4050,20040504,1
4051,20040505,3
4052,20040506,2
4053,20040507,1
4054,20040509,3
4055,20040510,2
4056,20040513,4
4057,20040514,2
4058,20040515,1
4059,20040516,2
4060,20040517,8
4061,20040518,4
4062,20040519,1
4063,20040520,8
4064,20040521,5
4065,20040522,5
4066,20040523,3
4067,20040524,1
4068,20040525,4
4069,20040526,2
4070,20040527,4
4071,20040528,1
4072,20040529,4
4073,20040530,5
4074,20040531,6
4075,20040601,1
4076,20040602,4
4077,20040603,7
4078,20040604,4
4079,20040605,11
4080,20040606,5
4081,20040607,7
4082,20040608,5
4083,20040609,8
4084,20040610,8
4085,20040611,2
4086,20040612,5
4087,20040613,3
4088,20040614,8
4089,20040615,6
4090,20040616,10
4091,20040617,4
4092,20040618,3
4093,20040619,4
4094,20040620,7
4095,20040621,4
4096,20040622,5
4097,20040623,5
4098,20040624,7
4099,20040626,8
4100,20040627,4
4101,20040628,4
4102,20040629,3
4103,20040630,4
4104,20040702,5
4105,20040703,7
4106,20040706,3
4107,20040707,3
4108,20040708,5
4109,20040709,1
4110,20040710,2
4111,20040711,5
4112,20040712,3
4113,20040713,1
4114,20040714,2
4115,20040715,10
4116,20040716,2
4117,20040717,4
4118,20040718,3
4119,20040719,5
4120,20040720,2
4121,20040721,5
4122,20040722,3
4123,20040723,2
4124,20040724,3
4125,20040725,5
4126,20040726,9
4127,20040727,3
4128,20040728,5
4129,20040729,3
4130,20040730,5
4131,20040731,7
4132,20040801,13
4133,20040802,5
4134,20040803,9
4135,20040804,4
4136,20040805,1
4137,20040806,2
4138,20040807,2
4139,20040808,3
4140,20040809,3
4141,20040810,2
4142,20040811,3
4143,20040812,2
4144,20040813,4
4145,20040814,1
4146,20040815,3
4147,20040816,3
4148,20040817,3
4149,20040818,3
4150,20040819,1
4151,20040820,4
4152,20040821,4
4153,20040822,3
4154,20040823,1
4155,20040824,5
4156,20040825,6
4157,20040826,9
4158,20040827,9
4159,20040828,6
4160,20040830,3
4161,20040831,4
4162,20040901,2
4163,20040902,2
4164,20040903,6
4165,20040904,1
4166,20040905,5
4167,20040906,3
4168,20040907,1
4169,20040908,1
4170,20040909,1
4171,20040910,7
4172,20040911,2
4173,20040912,6
4174,20040913,1
4175,20040914,6
4176,20040915,4
4177,20040916,6
4178,20040917,4
4179,20040918,4
4180,20040919,3
4181,20040920,1
4182,20040921,2
4183,20040922,4
4184,20040923,5
4185,20040924,1
4186,20040925,4
4187,20040926,5
4188,20040927,4
4189,20040928,8
4190,20040929,2
4191,20040930,4
4192,20041001,3
4193,20041002,5
4194,20041003,4
4195,20041004,4
4196,20041005,3
4197,20041006,5
4198,20041007,4
4199,20041008,5
4200,20041009,5
4201,20041010,5
4202,20041011,6
4203,20041012,3
4204,20041013,4
4205,20041014,10
4206,20041015,2
4207,20041016,8
4208,20041017,3
4209,20041018,2
4210,20041019,4
4211,20041020,1
4212,20041021,2
4213,20041023,4
4214,20041024,6
4215,20041025,6
4216,20041026,1
4217,20041027,2
4218,20041028,5
4219,20041029,3
4220,20041030,1
4221,20041031,3
4222,20041100,1
4223,20041101,9
4224,20041102,8
4225,20041103,1
4226,20041104,3
4227,20041105,2
4228,20041106,2
4229,20041107,4
4230,20041108,6
4231,20041109,3
4232,20041111,5
4233,20041112,1
4234,20041113,3
4235,20041115,2
4236,20041117,1
4237,20041118,3
4238,20041119,4
4239,20041121,1
4240,20041123,2
4241,20041124,1
4242,20041125,3
4243,20041126,2
4244,20041127,1
4245,20041128,2
4246,20041129,3
4247,20041200,1
4248,20041201,1
4249,20041202,3
4250,20041203,7
4251,20041204,2
4252,20041205,3
4253,20041206,8
4254,20041207,1
4255,20041208,3
4256,20041209,6
4257,20041210,9
4258,20041211,2
4259,20041212,3
4260,20041213,1
4261,20041214,3
4262,20041215,6
4263,20041217,1
4264,20041219,3
4265,20041220,1
4266,20041222,1
4267,20041223,1
4268,20041224,4
4269,20041225,2
4270,20041226,1
4271,20041227,4
4272,20041228,1
4273,20041229,3
4274,20041230,2
4275,20041231,1
4276,20140101,40
4277,20140102,34
4278,20140103,45
4279,20140104,80
4280,20140105,39
4281,20140106,48
4282,20140107,46
4283,20140108,39
4284,20140109,21
4285,20140110,23
4286,20140111,26
4287,20140112,48
4288,20140113,34
4289,20140114,55
4290,20140115,58
4291,20140116,51
4292,20140117,49
4293,20140118,54
4294,20140119,26
4295,20140120,48
4296,20140121,55
4297,20140122,38
4298,20140123,29
4299,20140124,44
4300,20140125,41
4301,20140126,59
4302,20140127,45
4303,20140128,43
4304,20140129,40
4305,20140130,55
4306,20140131,45
4307,20140201,56
4308,20140202,41
4309,20140203,61
4310,20140204,45
4311,20140205,34
4312,20140206,43
4313,20140207,46
4314,20140208,48
4315,20140209,52
4316,20140210,51
4317,20140211,28
4318,20140212,39
4319,20140213,45
4320,20140214,48
4321,20140215,44
4322,20140216,52
4323,20140217,45
4324,20140218,58
4325,20140219,64
4326,20140220,75
4327,20140221,27
4328,20140222,60
4329,20140223,51
4330,20140224,75
4331,20140225,53
4332,20140226,63
4333,20140227,42
4334,20140228,58
4335,20140301,57
4336,20140302,57
4337,20140303,54
4338,20140304,39
4339,20140305,48
4340,20140306,52
4341,20140307,34
4342,20140308,74
4343,20140309,43
4344,20140310,42
4345,20140311,71
4346,20140312,36
4347,20140313,58
4348,20140314,37
4349,20140315,56
4350,20140316,32
4351,20140317,44
4352,20140318,62
4353,20140319,44
4354,20140320,39
4355,20140321,64
4356,20140322,51
4357,20140323,36
4358,20140324,65
4359,20140325,57
4360,20140326,43
4361,20140327,49
4362,20140328,36
4363,20140329,44
4364,20140330,46
4365,20140331,51
4366,20140401,39
4367,20140402,59
4368,20140403,41
4369,20140404,50
4370,20140405,60
4371,20140406,50
4372,20140407,45
4373,20140408,54
4374,20140409,66
4375,20140410,69
4376,20140411,39
4377,20140412,43
4378,20140413,70
4379,20140414,57
4380,20140415,78
4381,20140416,47
4382,20140417,53
4383,20140418,38
4384,20140419,32
4385,20140420,39
4386,20140421,47
4387,20140422,54
4388,20140423,44
4389,20140424,40
4390,20140425,31
4391,20140426,37
4392,20140427,43
4393,20140428,47
4394,20140429,61
4395,20140430,43
4396,20140501,57
4397,20140502,53
4398,20140503,55
4399,20140504,48
4400,20140505,54
4401,20140506,59
4402,20140507,45
4403,20140508,50
4404,20140509,30
4405,20140510,51
4406,20140511,88
4407,20140512,65
4408,20140513,66
4409,20140514,55
4410,20140515,44
4411,20140516,44
4412,20140517,33
4413,20140518,61
4414,20140519,53
4415,20140520,48
4416,20140521,56
4417,20140522,72
4418,20140523,59
4419,20140524,58
4420,20140525,51
4421,20140526,53
4422,20140527,57
4423,20140528,64
4424,20140529,50
4425,20140530,34
4426,20140531,41
4427,20140601,48
4428,20140602,43
4429,20140603,46
4430,20140604,50
4431,20140605,58
4432,20140606,44
4433,20140607,39
4434,20140608,68
4435,20140609,55
4436,20140610,55
4437,20140611,67
4438,20140612,32
4439,20140613,29
4440,20140614,95
4441,20140615,50
4442,20140616,45
4443,20140617,37
4444,20140618,40
4445,20140619,31
4446,20140620,44
4447,20140621,47
4448,20140622,31
4449,20140623,35
4450,20140624,50
4451,20140625,60
4452,20140626,29
4453,20140627,33
4454,20140628,34
4455,20140629,59
4456,20140630,52
4457,20140701,29
4458,20140702,51
4459,20140703,71
4460,20140704,50
4461,20140705,76
4462,20140706,50
4463,20140707,63
4464,20140708,67
4465,20140709,49
4466,20140710,56
4467,20140711,55
4468,20140712,71
4469,20140713,59
4470,20140714,82
4471,20140715,62
4472,20140716,55
4473,20140717,57
4474,20140718,53
4475,20140719,52
4476,20140720,50
4477,20140721,56
4478,20140722,44
4479,20140723,56
4480,20140724,53
4481,20140725,64
4482,20140726,54
4483,20140727,70
4484,20140728,42
4485,20140729,41
4486,20140730,44
4487,20140731,44
4488,20111201,13
4489,20140801,42
4490,20140802,41
4491,20140803,54
4492,20140804,52
4493,20140805,56
4494,20140806,42
4495,20140807,31
4496,20140808,55
4497,20140809,35
4498,20140810,40
4499,20140811,38
4500,20140812,54
4501,20140813,56
4502,20140814,52
4503,20140815,38
4504,20140816,39
4505,20140817,26
4506,20140818,47
4507,20140819,58
4508,20140820,39
4509,20140821,41
4510,20140822,55
4511,20140823,39
4512,20140824,52
4513,20140825,68
4514,20140826,36
4515,20140827,40
4516,20140828,35
4517,20140829,28
4518,20140830,34
4519,20140831,39
4520,20140901,40
4521,20140902,29
4522,20140903,30
4523,20140904,40
4524,20140905,24
4525,20140906,34
4526,20140907,35
4527,20140908,42
4528,20140909,45
4529,20140910,35
4530,20140911,40
4531,20140912,59
4532,20140913,49
4533,20140914,34
4534,20140915,53
4535,20140916,48
4536,20140917,57
4537,20140918,43
4538,20140919,47
4539,20140920,36
4540,20140921,60
4541,20140922,51
4542,20140923,48
4543,20140924,36
4544,20140925,28
4545,20140926,29
4546,20140927,80
4547,20140928,46
4548,20140929,55
4549,20140930,33
4550,20141001,61
4551,20141002,44
4552,20141003,42
4553,20141004,32
4554,20141005,27
4555,20141006,51
4556,20141007,38
4557,20141008,55
4558,20141009,43
4559,20141010,39
4560,20141011,58
4561,20141012,46
4562,20141013,39
4563,20141014,52
4564,20141015,53
4565,20141016,57
4566,20141017,31
4567,20141018,35
4568,20141019,47
4569,20141020,27
4570,20141021,43
4571,20141022,53
4572,20141023,35
4573,20141024,55
4574,20141025,31
4575,20141026,35
4576,20141027,51
4577,20141028,34
4578,20141029,36
4579,20141030,28
4580,20141031,51
4581,20141101,51
4582,20141102,59
4583,20141103,36
4584,20141104,49
4585,20141105,43
4586,20141106,33
4587,20141107,33
4588,20141108,35
4589,20141109,55
4590,20141110,28
4591,20141111,41
4592,20141112,64
4593,20141113,42
4594,20141114,46
4595,20141115,31
4596,20141116,44
4597,20141117,33
4598,20141118,55
4599,20141119,28
4600,20141120,38
4601,20141121,32
4602,20141122,35
4603,20141123,42
4604,20141124,33
4605,20141125,44
4606,20141126,38
4607,20141127,42
4608,20141128,40
4609,20141129,39
4610,20141130,42
4611,20010100,1
4612,20010101,4
4613,20010102,3
4614,20010103,4
4615,20010104,1
4616,20010105,8
4617,20010106,5
4618,20010107,9
4619,20010108,5
4620,20010109,8
4621,20010110,5
4622,20010111,4
4623,20010112,1
4624,20010113,3
4625,20010114,3
4626,20010115,7
4627,20010116,9
4628,20010117,4
4629,20010118,4
4630,20010119,11
4631,20010120,5
4632,20010121,6
4633,20010122,7
4634,20010123,9
4635,20010124,5
4636,20010125,3
4637,20010126,6
4638,20010127,2
4639,20010128,11
4640,20010129,3
4641,20010130,5
4642,20010131,3
4643,20141201,46
4644,20141202,36
4645,20141203,40
4646,20141204,39
4647,20141205,29
4648,20141206,32
4649,20141207,32
4650,20141208,41
4651,20141209,27
4652,20141210,41
4653,20141211,34
4654,20141212,25
4655,20141213,35
4656,20141214,38
4657,20141215,31
4658,20141216,33
4659,20141217,33
4660,20141218,29
4661,20141219,32
4662,20141220,58
4663,20141221,47
4664,20141222,40
4665,20141223,45
4666,20141224,39
4667,20141225,20
4668,20141226,26
4669,20141227,36
4670,20141228,45
4671,20141229,52
4672,20141230,43
4673,20141231,45
4674,20010200,1
4675,20010201,5
4676,20010202,1
4677,20010203,5
4678,20010204,8
4679,20010205,7
4680,20010206,6
4681,20010207,8
4682,20010208,4
4683,20010209,2
4684,20010210,7
4685,20010211,5
4686,20010212,6
4687,20010213,3
4688,20010214,11
4689,20010215,2
4690,20010216,5
4691,20010217,4
4692,20010218,5
4693,20010219,3
4694,20010220,4
4695,20010221,4
4696,20010222,7
4697,20010223,3
4698,20010224,3
4699,20010225,1
4700,20010226,7
4701,20010227,6
4702,20010228,3
4703,20010301,4
4704,20010302,9
4705,20010303,9
4706,20010304,7
4707,20010305,4
4708,20010306,1
4709,20010307,4
4710,20010308,4
4711,20010309,14
4712,20010310,5
4713,20010311,6
4714,20010312,8
4715,20010313,4
4716,20010314,4
4717,20010315,3
4718,20010316,7
4719,20010317,6
4720,20010318,5
4721,20010319,6
4722,20010320,4
4723,20010321,4
4724,20010322,6
4725,20010323,2
4726,20010324,9
4727,20010325,8
4728,20010326,3
4729,20010327,9
4730,20010328,7
4731,20010329,4
4732,20010330,1
4733,20010331,1
4734,20010401,4
4735,20010402,7
4736,20010403,6
4737,20010404,4
4738,20010405,3
4739,20010406,2
4740,20010407,5
4741,20010408,3
4742,20010409,3
4743,20010410,5
4744,20010411,5
4745,20010412,2
4746,20010413,3
4747,20010414,7
4748,20010415,2
4749,20010416,4
4750,20010418,6
4751,20010419,2
4752,20010420,3
4753,20010421,3
4754,20010422,6
4755,20010423,7
4756,20010424,1
4757,20010425,5
4758,20010426,5
4759,20010428,6
4760,20010429,3
4761,20010430,4
4762,20010501,9
4763,20010502,1
4764,20010503,2
4765,20010504,2
4766,20010505,3
4767,20010506,3
4768,20010507,2
4769,20010508,2
4770,20010509,4
4771,20010510,5
4772,20010511,3
4773,20010512,1
