,day,count
1664,20160822,37
1665,20160823,30
1666,20160824,24
1667,20160825,39
1668,20160826,32
1669,20160827,35
1670,20160828,24
1671,20160829,30
1672,20160830,39
1673,20160831,36
1674,20160901,27
1675,20160902,33
1676,20160903,33
1677,20160904,33
1678,20160905,46
1679,20160906,29
1680,20160907,34
1681,20160908,42
1682,20160909,31
1683,20160910,27
1684,20160911,31
1685,20160912,28
1686,20160913,23
1687,20160914,23
1688,20160915,26
1689,20160916,25
1690,20160917,34
1691,20160918,39
1692,20160919,39
1693,20160920,34
1694,20160921,128
1695,20160922,30
1696,20160923,26
1697,20160924,28
1698,20160925,33
1699,20160926,44
1700,20160927,31
1701,20160928,25
1702,20160929,30
1703,20160930,34
1704,20161001,37
1705,20161002,28
1706,20161003,45
1707,20161004,43
1708,20161005,30
1709,20161006,36
1710,20161007,29
1711,20161008,26
1712,20161009,38
1713,20161010,33
1714,20161011,51
1715,20161012,34
1716,20161013,35
1717,20161014,37
1718,20161015,31
1719,20161016,44
1720,20161017,25
1721,20161018,22
1722,20161019,47
1723,20161020,44
1724,20161021,35
1725,20161022,25
1726,20161023,55
1727,20161024,34
1728,20161025,31
1729,20161026,48
1730,20161027,45
1731,20161028,44
1732,20161029,41
1733,20161030,33
1734,20161031,31
1735,20161101,27
1736,20161102,40
1737,20161103,44
1738,20161104,38
1739,20161105,41
1740,20161106,41
1741,20161107,38
1742,20161108,43
1743,20161109,45
1744,20161110,23
1745,20161111,26
1746,20161112,42
1747,20161113,42
1748,20161114,35
1749,20161115,51
1750,20161116,34
1751,20161117,30
1752,20161118,36
1753,20161119,41
1754,20161120,47
1755,20161121,33
1756,20161122,33
1757,20161123,40
1758,20161124,38
1759,20161125,42
1760,20161126,41
1761,20161127,35
1762,20161128,42
1763,20161129,24
1764,20161130,25
1765,20030101,16
1766,20030102,5
1767,20030103,11
1768,20030104,5
1769,20030105,8
1770,20030106,5
1771,20030107,6
1772,20030108,4
1773,20030109,5
1774,20030110,9
1775,20030111,8
1776,20030112,7
1777,20030113,7
1778,20030114,5
1779,20030115,6
1780,20030116,12
1781,20030117,3
1782,20030118,2
1783,20030119,3
1784,20030120,8
1785,20030121,3
1786,20030122,4
1787,20030123,8
1788,20030124,4
1789,20030125,4
1790,20030126,11
1791,20030127,3
1792,20030128,15
1793,20030129,2
1794,20030130,2
1795,20030131,4
1796,20161201,100
1797,20161202,20
1798,20161203,27
1799,20161204,41
1800,20161205,28
1801,20161206,30
1802,20161207,22
1803,20161208,31
1804,20161209,22
1805,20161210,20
1806,20161211,32
1807,20161212,31
1808,20161213,13
1809,20161214,31
1810,20161215,28
1811,20161216,25
1812,20161217,26
1813,20161218,32
1814,20161219,39
1815,20161220,20
1816,20161221,39
1817,20161222,26
1818,20161223,25
1819,20161224,18
1820,20161225,41
1821,20161226,23
1822,20161227,15
1823,20161228,29
1824,20161229,33
1825,20161230,23
1826,20161231,37
1827,20030200,6
1828,20030201,1
1829,20030202,4
1830,20030203,4
1831,20030204,3
1832,20030206,3
1833,20030207,5
1834,20030208,8
1835,20030209,6
1836,20030210,11
1837,20030212,3
1838,20030213,4
1839,20030214,2
1840,20030215,2
1841,20030216,4
1842,20030218,8
1843,20030219,2
1844,20030220,3
1845,20030221,6
1846,20030222,2
1847,20030223,4
1848,20030224,2
1849,20030225,10
1850,20030226,4
1851,20030227,5
1852,20030228,2
1853,20030301,2
1854,20030302,2
1855,20030303,6
1856,20030304,10
1857,20030305,9
1858,20030306,3
1859,20030307,7
1860,20030308,8
1861,20030309,2
1862,20030310,5
1863,20030311,12
1864,20030312,7
1865,20030313,5
1866,20030314,8
1867,20030315,6
1868,20030316,4
1869,20030317,6
1870,20030318,7
1871,20030319,6
1872,20030320,3
1873,20030321,8
1874,20030322,9
1875,20030323,13
1876,20030324,2
1877,20030325,5
1878,20030326,10
1879,20030327,7
1880,20030328,7
1881,20030329,6
1882,20030330,6
1883,20030331,4
1884,20030401,1
1885,20030402,3
1886,20030403,4
1887,20030404,1
1888,20030405,1
1889,20030406,1
1890,20030407,2
1891,20030408,5
1892,20030409,4
1893,20030410,3
1894,20030411,2
1895,20030412,6
1896,20030413,4
1897,20030414,8
1898,20030415,3
1899,20030417,6
1900,20030418,5
1901,20030419,3
1902,20030420,1
1903,20030421,2
1904,20030422,2
1905,20030423,1
1906,20030424,3
1907,20030426,3
1908,20030427,2
1909,20030429,3
1910,20030430,4
1911,20030501,6
1912,20030502,8
1913,20030503,2
1914,20030504,4
1915,20030505,10
1916,20030506,7
1917,20030507,6
1918,20030508,5
1919,20030509,8
1920,20030510,5
1921,20030512,9
1922,20030513,6
1923,20030514,4
1924,20030515,2
1925,20030516,6
1926,20030517,6
1927,20030518,2
1928,20030519,8
1929,20030520,3
1930,20030521,6
1931,20030522,3
1932,20030523,4
1933,20030524,6
1934,20030525,5
1935,20030526,7
1936,20030527,6
1937,20030528,3
1938,20030529,2
1939,20030530,4
1940,20030531,4
1941,20030601,3
1942,20030602,2
1943,20030603,2
1944,20030604,9
1945,20030605,2
1946,20030606,1
1947,20030607,1
1948,20030608,2
1949,20030611,1
1950,20030613,1
1951,20030614,1
1952,20030615,6
1953,20030616,4
1954,20030617,5
1955,20030619,1
1956,20030620,2
1957,20030621,3
1958,20030622,3
1959,20030623,6
1960,20030624,2
1961,20030626,1
1962,20030627,1
1963,20030628,1
1964,20030630,2
1965,20030701,4
1966,20030702,3
1967,20030703,5
1968,20030704,6
1969,20030705,4
1970,20030706,1
1971,20030707,9
1972,20030708,2
1973,20030709,5
1974,20030710,5
1975,20030711,2
1976,20030712,2
1977,20030713,1
1978,20030714,7
1979,20030715,5
1980,20030716,8
1981,20030717,6
1982,20030718,2
1983,20030719,3
1984,20030720,3
1985,20030721,4
1986,20030722,4
1987,20030725,9
1988,20030726,1
1989,20030727,5
1990,20030728,4
1991,20030729,4
1992,20030730,2
1993,20030731,1
1994,20030801,4
1995,20030802,3
1996,20030803,3
1997,20030804,2
1998,20030805,1
1999,20030806,1
2000,20030807,3
2001,20030808,3
2002,20030809,1
2003,20030810,3
2004,20030812,2
2005,20030813,1
2006,20030819,2
2007,20030820,1
2008,20030822,1
2009,20030825,1
2010,20030826,1
2011,20030828,2
2012,20030829,1
2013,20030901,3
2014,20030902,3
2015,20030903,3
2016,20030904,2
2017,20030905,2
2018,20030906,4
2019,20030907,2
2020,20030908,3
2021,20030909,4
2022,20030910,2
2023,20030911,2
2024,20030913,1
2025,20030914,2
2026,20030915,2
2027,20030917,2
2028,20030919,1
2029,20030920,2
2030,20030922,3
2031,20030923,4
2032,20030924,7
2033,20030925,3
2034,20030926,5
2035,20030927,2
2036,20030928,4
2037,20030929,4
2038,20030930,2
2039,20031001,5
2040,20031002,4
2041,20031003,2
2042,20031004,2
2043,20031006,1
2044,20031007,2
2045,20031008,2
2046,20031009,5
2047,20031010,4
2048,20031012,2
2049,20031013,1
2050,20031014,2
2051,20031015,3
2052,20031016,5
2053,20031017,2
2054,20031020,2
2055,20031021,1
2056,20031022,2
2057,20031023,1
2058,20031025,2
2059,20031026,1
2060,20031027,4
2061,20031028,1
2062,20031029,2
2063,20031031,1
2064,20031101,3
2065,20031102,3
2066,20031103,5
2067,20031104,1
2068,20031105,5
2069,20031106,3
2070,20031107,1
2071,20031108,3
2072,20031109,3
2073,20031110,5
2074,20031111,3
2075,20031112,4
2076,20031113,1
2077,20031114,4
2078,20031115,2
2079,20031116,1
2080,20031117,3
2081,20031118,9
2082,20031119,5
2083,20031120,6
2084,20031121,4
2085,20031122,6
2086,20031123,2
2087,20031124,8
2088,20031125,2
2089,20031126,1
2090,20031127,6
2091,20031128,3
2092,20031129,4
2093,20031130,1
2094,20031201,4
2095,20031202,4
2096,20031203,3
2097,20031204,5
2098,20031205,3
2099,20031206,5
2100,20031208,2
2101,20031209,6
2102,20031210,2
2103,20031211,1
2104,20031212,2
2105,20031214,1
2106,20031215,1
2107,20031216,3
2108,20031218,1
2109,20031219,2
2110,20031220,1
2111,20031222,2
2112,20031223,3
2113,20031224,4
2114,20031225,3
2115,20031226,2
2116,20031227,9
2117,20031228,3
2118,20031229,6
2119,20031230,1
2120,20031231,1
2121,20130101,27
2122,20130102,28
2123,20130103,23
2124,20130104,22
2125,20130105,40
2126,20130106,34
2127,20130107,26
2128,20130108,25
2129,20130109,16
2130,20130110,29
2131,20130111,34
2132,20130112,20
2133,20130113,23
2134,20130114,31
2135,20130115,25
2136,20130116,34
2137,20130117,31
2138,20130118,12
2139,20130119,22
2140,20130120,18
2141,20130121,25
2142,20130122,32
2143,20130123,33
2144,20130124,27
2145,20130125,24
2146,20130126,34
2147,20130127,32
2148,20130128,30
2149,20130129,25
2150,20130130,30
2151,20130131,24
2152,20130201,25
2153,20130202,20
2154,20130203,16
2155,20130204,22
2156,20130205,17
2157,20130206,25
2158,20130207,20
2159,20130208,21
2160,20130209,21
2161,20130210,31
2162,20130211,30
2163,20130212,29
2164,20130213,16
2165,20130214,29
2166,20130215,16
2167,20130216,44
2168,20130217,32
2169,20130218,23
2170,20130219,36
2171,20130220,19
2172,20130221,28
2173,20130222,17
2174,20130223,28
2175,20130224,22
2176,20130225,39
2177,20130226,25
2178,20130227,15
2179,20130228,30
2180,20130301,15
2181,20130302,18
2182,20130303,21
2183,20130304,32
2184,20130305,30
2185,20130306,42
2186,20130307,28
2187,20130308,22
2188,20130309,18
2189,20130310,26
2190,20130311,25
2191,20130312,24
2192,20130313,22
2193,20130314,21
2194,20130315,14
2195,20130316,21
2196,20130317,19
2197,20130318,34
2198,20130319,50
2199,20130320,26
2200,20130321,20
2201,20130322,27
2202,20130323,19
2203,20130324,18
2204,20130325,25
2205,20130326,27
2206,20130327,31
2207,20130328,34
2208,20130329,36
2209,20130330,24
2210,20130331,28
2211,20130401,40
2212,20130402,22
2213,20130403,21
2214,20130404,27
2215,20130405,24
2216,20130406,25
2217,20130407,31
2218,20130408,36
2219,20130409,26
2220,20130410,34
2221,20130411,31
2222,20130412,28
2223,20130413,27
2224,20130414,34
2225,20130415,71
2226,20130416,38
2227,20130417,31
2228,20130418,29
2229,20130419,30
2230,20130420,25
2231,20130421,29
2232,20130422,28
2233,20130423,36
2234,20130424,47
2235,20130425,31
2236,20130426,30
2237,20130427,39
2238,20130428,49
2239,20130429,45
2240,20130430,29
2241,20130501,36
2242,20130502,28
2243,20130503,32
2244,20130504,36
2245,20130505,41
2246,20130506,39
2247,20130507,34
2248,20130508,41
2249,20130509,40
2250,20130510,40
2251,20130511,67
2252,20130512,31
2253,20130513,35
2254,20130514,23
2255,20130515,35
2256,20130516,26
2257,20130517,25
2258,20130518,42
2259,20130519,22
2260,20130520,62
2261,20130521,37
2262,20130522,29
2263,20130523,27
2264,20130524,29
2265,20130525,27
2266,20130526,30
2267,20130527,54
2268,20130528,41
2269,20130529,30
2270,20130530,46
2271,20130531,21
2272,20130601,29
2273,20130602,22
2274,20130603,32
2275,20130604,20
2276,20130605,33
2277,20130606,21
2278,20130607,16
2279,20130608,18
2280,20130609,25
2281,20130610,39
2282,20130611,39
2283,20130612,23
2284,20130613,19
2285,20130614,15
2286,20130615,34
2287,20130616,41
2288,20130617,36
2289,20130618,33
2290,20130619,29
2291,20130620,19
2292,20130621,26
2293,20130622,29
2294,20130623,36
2295,20130624,27
2296,20130625,38
2297,20130626,39
2298,20130627,27
2299,20130628,29
2300,20130629,26
2301,20130630,37
2302,20130701,35
2303,20130702,43
2304,20130703,31
2305,20130704,35
2306,20130705,38
2307,20130706,29
2308,20130707,34
2309,20130708,44
2310,20130709,31
2311,20130710,18
2312,20130711,50
2313,20130712,27
2314,20130713,33
2315,20130714,47
2316,20130715,40
2317,20130716,29
2318,20130717,39
2319,20130718,24
2320,20130719,35
2321,20130720,48
2322,20130721,32
2323,20130722,58
2324,20130723,45
2325,20130724,53
2326,20130725,38
2327,20130726,36
2328,20130727,29
2329,20130728,26
2330,20130729,53
2331,20130730,38
2332,20130731,51
2333,20130801,35
2334,20130802,40
2335,20130803,27
2336,20130804,49
2337,20130805,32
2338,20130806,43
2339,20130807,50
2340,20130808,28
2341,20130809,14
2342,20130810,47
2343,20130811,29
2344,20130812,36
2345,20130813,33
2346,20130814,21
2347,20130815,39
2348,20130816,34
2349,20130817,35
2350,20130818,27
2351,20130819,33
2352,20130820,17
2353,20130821,28
2354,20130822,38
2355,20130823,28
2356,20130824,27
2357,20130825,44
2358,20130826,38
2359,20130827,37
2360,20130828,39
2361,20130829,29
2362,20130830,30
2363,20130831,30
2364,20130901,33
2365,20130902,27
2366,20130903,38
2367,20130904,40
2368,20130905,24
2369,20130906,24
2370,20130907,24
2371,20130908,33
2372,20130909,34
2373,20130910,35
2374,20130911,38
2375,20130912,23
2376,20130913,39
2377,20130914,42
2378,20130915,42
2379,20130916,34
2380,20130917,44
2381,20130918,30
2382,20130919,28
2383,20130920,29
2384,20130921,21
2385,20130922,20
2386,20130923,34
2387,20130924,22
2388,20130925,25
2389,20130926,34
2390,20130927,24
2391,20130928,45
2392,20130929,23
2393,20130930,46
2394,20131001,24
2395,20131002,39
2396,20131003,23
2397,20131004,34
2398,20131005,31
2399,20131006,40
2400,20131007,48
2401,20131008,24
2402,20131009,88
2403,20131010,33
2404,20131011,22
2405,20131012,22
2406,20131013,43
2407,20131014,26
2408,20131015,28
2409,20131016,16
2410,20131017,43
2411,20131018,19
2412,20131019,25
2413,20131020,29
2414,20131021,33
2415,20131022,37
2416,20131023,45
2417,20131024,53
2418,20131025,45
2419,20131026,40
2420,20131027,55
2421,20131028,42
2422,20131029,72
2423,20131030,52
2424,20131031,32
2425,20131101,28
2426,20131102,35
2427,20131103,38
2428,20131104,56
2429,20131105,25
2430,20131106,40
2431,20131107,30
2432,20131108,34
2433,20131109,30
2434,20131110,46
2435,20131111,42
2436,20131112,19
2437,20131113,59
2438,20131114,44
2439,20131115,25
2440,20131116,32
2441,20131117,64
2442,20131118,57
2443,20131119,36
2444,20131120,59
2445,20131121,33
2446,20131122,38
2447,20131123,35
2448,20131124,46
2449,20131125,46
2450,20131126,51
2451,20131127,49
2452,20131128,60
2453,20131129,30
2454,20131130,28
2455,20000101,28
2456,20000102,4
2457,20000103,10
2458,20000104,6
2459,20000105,4
2460,20000106,3
2461,20000107,4
2462,20000108,8
2463,20000109,6
2464,20000110,2
2465,20000111,4
2466,20000112,16
2467,20000113,4
2468,20000114,5
2469,20000115,4
2470,20000116,5
2471,20000117,5
2472,20000118,4
2473,20000119,3
2474,20000120,2
2475,20000121,4
2476,20000123,3
2477,20000124,7
2478,20000125,5
2479,20000126,9
2480,20000127,6
2481,20000128,6
2482,20000129,10
2483,20000130,6
2484,20000131,3
2485,20131201,27
2486,20131202,61
2487,20131203,49
2488,20131204,49
2489,20131205,42
2490,20131206,29
2491,20131207,28
2492,20131208,43
2493,20131209,23
2494,20131210,38
2495,20131211,36
2496,20131212,28
2497,20131213,22
2498,20131214,38
2499,20131215,46
2500,20131216,48
2501,20131217,60
2502,20131218,38
2503,20131219,28
2504,20131220,31
2505,20131221,40
2506,20131222,39
2507,20131223,32
2508,20131224,45
2509,20131225,38
2510,20131226,38
2511,20131227,30
2512,20131228,34
2513,20131229,60
2514,20131230,47
2515,20131231,45
2516,20000200,2
2517,20000201,1
2518,20000202,3
2519,20000203,5
2520,20000204,1
2521,20000205,3
2522,20000206,2
2523,20000207,2
2524,20000208,2
2525,20000209,3
2526,20000210,6
2527,20000211,2
2528,20000212,1
2529,20000213,1
2530,20000214,2
2531,20000215,3
2532,20000216,3
2533,20000217,4
2534,20000218,6
2535,20000219,2
2536,20000220,12
2537,20000221,5
2538,20000222,11
2539,20000223,3
2540,20000224,8
2541,20000225,7
2542,20000226,3
2543,20000227,7
2544,20000228,1
2545,20000229,2
2546,20000301,3
2547,20000302,4
2548,20000303,2
2549,20000304,7
2550,20000305,4
2551,20000306,2
2552,20000307,4
2553,20000308,2
2554,20000309,1
2555,20000310,2
2556,20000311,4
2557,20000312,5
2558,20000313,3
2559,20000314,4
2560,20000315,3
2561,20000316,5
2562,20000317,2
2563,20000318,3
2564,20000320,3
2565,20000321,3
2566,20000322,7
2567,20000323,2
2568,20000324,1
2569,20000325,5
2570,20000326,2
2571,20000327,4
2572,20000328,2
2573,20000329,1
2574,20000330,3
2575,20000331,2
2576,20000400,1
2577,20000401,9
2578,20000402,2
2579,20000403,8
2580,20000404,3
2581,20000405,2
2582,20000406,2
2583,20000407,4
2584,20000409,8
2585,20000410,2
2586,20000411,7
2587,20000412,7
2588,20000413,3
2589,20000414,4
2590,20000415,6
2591,20000416,2
2592,20000417,1
2593,20000418,1
2594,20000419,4
2595,20000420,1
2596,20000421,3
2597,20000423,1
2598,20000424,6
2599,20000425,4
2600,20000426,3
2601,20000428,2
2602,20000429,1
2603,20000430,1
2604,20000501,4
2605,20000502,5
2606,20000503,10
2607,20000504,3
2608,20000505,2
2609,20000506,2
2610,20000507,5
2611,20000508,4
2612,20000509,2
2613,20000510,1
2614,20000511,2
2615,20000512,4
2616,20000513,3
2617,20000514,2
2618,20000515,5
2619,20000516,3
2620,20000517,5
2621,20000518,5
2622,20000519,3
2623,20000520,5
2624,20000521,9
2625,20000522,2
2626,20000523,3
2627,20000524,6
2628,20000525,4
2629,20000526,2
2630,20000527,9
2631,20000528,6
2632,20000529,8
2633,20000530,4
2634,20000531,2
2635,20000600,2
2636,20000601,2
2637,20000602,14
2638,20000603,6
2639,20000604,9
2640,20000605,4
2641,20000606,17
2642,20000607,8
2643,20000608,16
2644,20000609,4
2645,20000610,6
2646,20000611,3
2647,20000612,5
2648,20000613,5
2649,20000614,5
2650,20000615,3
2651,20000616,6
2652,20000617,4
2653,20000618,3
2654,20000619,3
2655,20000620,5
2656,20000621,3
2657,20000622,2
2658,20000623,5
2659,20000624,1
2660,20000625,7
2661,20000626,7
2662,20000627,5
2663,20000628,3
2664,20000630,4
2665,20000700,1
2666,20000701,5
2667,20000702,8
2668,20000703,3
2669,20000704,4
2670,20000705,4
2671,20000706,6
2672,20000707,2
2673,20000708,12
2674,20000709,7
2675,20000710,4
2676,20000711,3
2677,20000712,7
2678,20000713,4
2679,20000715,8
2680,20000716,12
2681,20000717,5
2682,20000718,6
2683,20000719,6
2684,20000720,7
2685,20000721,1
2686,20000722,4
2687,20000723,3
2688,20000724,5
2689,20000725,2
2690,20000726,7
2691,20000727,4
2692,20000728,1
2693,20000729,6
2694,20000730,6
2695,20000731,4
2696,20000800,2
2697,20000801,3
2698,20000802,5
2699,20000803,4
2700,20000804,1
2701,20000805,1
2702,20000806,1
2703,20000807,5
2704,20000808,2
2705,20000809,5
2706,20000810,2
2707,20000811,3
2708,20000812,4
2709,20000813,10
2710,20000814,7
2711,20000815,5
2712,20000816,5
2713,20000817,5
2714,20000818,3
2715,20000819,3
2716,20000820,8
2717,20000821,5
2718,20000822,2
2719,20000823,1
2720,20000824,4
2721,20000825,5
2722,20000826,4
2723,20000827,4
2724,20000828,4
2725,20000829,5
2726,20000830,2
2727,20000831,1
2728,20000901,8
2729,20000902,3
2730,20000903,11
2731,20000904,18
2732,20000905,3
2733,20000906,10
2734,20000907,6
2735,20000908,7
2736,20000909,6
2737,20000910,5
2738,20000911,8
2739,20000912,12
2740,20000913,9
2741,20000914,8
2742,20000915,4
2743,20000916,5
2744,20000917,8
2745,20000918,9
2746,20000919,7
2747,20000920,10
2748,20000921,6
2749,20000922,3
2750,20000923,5
2751,20000924,7
2752,20000925,11
2753,20000926,6
2754,20000927,15
2755,20000928,3
2756,20000929,9
2757,20000930,5
2758,20001000,8
2759,20001001,5
2760,20001002,3
2761,20001003,1
2762,20001004,2
2763,20001005,3
2764,20001006,4
2765,20001007,4
2766,20001008,2
2767,20001009,3
2768,20001010,5
2769,20001011,4
2770,20001012,4
2771,20001013,4
2772,20001014,8
2773,20001015,2
2774,20001016,7
2775,20001017,12
2776,20001018,14
2777,20001019,16
2778,20001020,10
2779,20001021,8
2780,20001022,8
2781,20001023,11
2782,20001024,9
2783,20001025,2
2784,20001026,3
2785,20001027,2
2786,20001028,1
2787,20001029,3
2788,20001030,4
2789,20001100,1
2790,20001101,7
2791,20001102,8
2792,20001103,3
2793,20001104,2
2794,20001105,6
2795,20001106,4
2796,20001107,2
2797,20001108,5
2798,20001109,3
2799,20001110,5
2800,20001111,5
2801,20001112,8
2802,20001113,7
2803,20001114,8
2804,20001115,4
2805,20001116,6
2806,20001117,6
2807,20001118,6
2808,20001119,8
2809,20001120,5
2810,20001121,5
2811,20001122,14
2812,20001123,5
2813,20001124,12
2814,20001125,9
2815,20001126,6
2816,20001127,7
2817,20001128,7
2818,20001129,4
2819,20001130,4
2820,20001200,2
2821,20001201,5
2822,20001202,2
2823,20001203,3
2824,20001204,3
2825,20001205,6
2826,20001206,7
2827,20001207,3
2828,20001208,6
2829,20001209,3
2830,20001210,4
2831,20001211,7
2832,20001212,3
2833,20001213,3
2834,20001214,3
2835,20001215,3
2836,20001216,3
2837,20001217,4
2838,20001218,9
2839,20001219,8
2840,20001220,3
2841,20001222,3
2842,20001223,2
2843,20001224,39
2844,20001225,8
2845,20001228,4
2846,20001229,3
2847,20001230,7
2848,20001231,11
2849,20100101,14
2850,20100102,1
2851,20100103,3
2852,20100104,4
2853,20100105,3
2854,20100106,3
2855,20100107,5
2856,20100108,4
2857,20100109,4
2858,20100110,8
2859,20100111,5
2860,20100112,5
2861,20100113,6
2862,20100114,10
2863,20100115,7
2864,20100116,8
2865,20100117,12
2866,20100118,23
2867,20100119,15
2868,20100120,6
2869,20100121,10
2870,20100122,10
2871,20100123,11
2872,20100124,12
2873,20100125,19
2874,20100126,9
2875,20100127,16
2876,20100128,15
2877,20100129,16
2878,20100130,6
2879,20100131,8
2880,20100201,17
2881,20100202,18
2882,20100203,14
2883,20100204,8
2884,20100205,15
2885,20100206,13
2886,20100207,13
2887,20100208,17
2888,20100209,13
2889,20100210,23
2890,20100211,10
2891,20100212,8
2892,20100213,20
2893,20100214,17
2894,20100215,19
2895,20100216,9
2896,20100217,15
2897,20100218,14
2898,20100219,19
2899,20100220,7
2900,20100221,24
2901,20100222,16
2902,20100223,21
2903,20100224,13
2904,20100225,11
2905,20100226,13
2906,20100227,11
2907,20100228,13
2908,20100301,12
2909,20100302,12
2910,20100303,11
2911,20100304,9
2912,20100305,8
2913,20100306,11
2914,20100307,20
2915,20100308,9
2916,20100309,8
2917,20100310,6
2918,20100311,16
2919,20100312,12
2920,20100313,13
2921,20100314,8
2922,20100315,4
2923,20100316,14
2924,20100317,8
2925,20100318,14
2926,20100319,12
2927,20100320,10
2928,20100321,12
2929,20100322,17
2930,20100323,19
2931,20100324,15
2932,20100325,12
2933,20100326,7
2934,20100327,17
2935,20100328,18
2936,20100329,9
2937,20100330,10
2938,20100331,15
2939,20100401,8
2940,20100402,4
2941,20100403,10
2942,20100404,14
2943,20100405,16
2944,20100406,18
2945,20100407,17
2946,20100408,14
2947,20100409,9
2948,20100410,15
2949,20100411,11
2950,20100412,16
2951,20100413,19
2952,20100414,12
2953,20100415,21
2954,20100416,3
2955,20100417,10
2956,20100418,8
2957,20100419,14
2958,20100420,16
2959,20100421,7
2960,20100422,15
2961,20100423,15
2962,20100424,13
2963,20100425,9
2964,20100426,9
2965,20100427,10
2966,20100428,7
2967,20100429,11
2968,20100430,8
2969,20100501,10
2970,20100502,14
2971,20100503,10
2972,20100504,17
2973,20100505,8
2974,20100506,10
2975,20100507,12
2976,20100508,18
2977,20100509,12
2978,20100510,25
2979,20100511,16
2980,20100512,20
2981,20100513,20
2982,20100514,16
2983,20100515,20
2984,20100516,15
2985,20100517,14
2986,20100518,16
2987,20100519,33
2988,20100520,19
2989,20100521,15
2990,20100522,16
2991,20100523,12
2992,20100524,10
2993,20100525,15
2994,20100526,13
2995,20100527,25
2996,20100528,7
2997,20100529,10
2998,20100530,6
2999,20100531,8
3000,20100601,16
3001,20100602,5
3002,20100603,8
3003,20100604,6
3004,20100605,11
3005,20100606,10
3006,20100607,14
3007,20100608,17
3008,20100609,6
3009,20100610,8
3010,20100611,10
3011,20100612,28
3012,20100613,12
3013,20100614,14
3014,20100615,7
3015,20100616,12
3016,20100617,12
3017,20100618,12
3018,20100619,17
3019,20100620,11
3020,20100621,8
3021,20100622,16
3022,20100623,14
3023,20100624,15
3024,20100625,10
3025,20100626,15
3026,20100627,20
3027,20100628,16
3028,20100629,10
3029,20100630,16
3030,20100701,20
3031,20100702,9
3032,20100703,7
3033,20100704,13
3034,20100705,10
3035,20100706,12
3036,20100707,24
3037,20100708,24
3038,20100709,6
3039,20100710,14
3040,20100711,24
3041,20100712,16
3042,20100713,14
3043,20100714,17
3044,20100715,17
3045,20100716,12
3046,20100717,12
3047,20100718,16
3048,20100719,12
3049,20100720,14
3050,20100721,13
3051,20100722,10
3052,20100723,14
3053,20100724,9
3054,20100725,12
3055,20100726,11
3056,20100727,11
3057,20100728,9
3058,20100729,12
3059,20100730,8
3060,20100731,9
3061,20100801,6
3062,20100802,15
3063,20100803,12
3064,20100804,12
3065,20100805,19
3066,20100806,7
3067,20100807,18
3068,20100808,23
3069,20100809,10
3070,20100810,13
3071,20100811,10
3072,20100812,9
3073,20100813,13
3074,20100814,9
3075,20100815,15
3076,20100816,12
3077,20100817,18
3078,20100818,13
3079,20100819,12
3080,20100820,2
3081,20100821,14
3082,20100822,18
3083,20100823,16
3084,20100824,15
3085,20100825,39
3086,20100826,13
3087,20100827,8
3088,20100828,8
3089,20100829,9
3090,20100830,10
3091,20100831,11
3092,20100901,19
3093,20100902,16
3094,20100903,11
3095,20100904,18
3096,20100905,34
3097,20100906,18
3098,20100907,22
3099,20100908,17
3100,20100909,19
3101,20100910,6
3102,20100911,7
3103,20100912,11
3104,20100913,13
3105,20100914,17
3106,20100915,18
3107,20100916,24
3108,20100917,7
3109,20100918,72
3110,20100919,26
3111,20100920,16
3112,20100921,15
3113,20100922,20
3114,20100923,12
3115,20100924,12
3116,20100925,10
3117,20100926,22
3118,20100927,8
3119,20100928,9
3120,20100929,13
3121,20100930,15
3122,20101000,2
3123,20101001,10
3124,20101002,8
3125,20101003,16
3126,20101004,21
3127,20101005,14
3128,20101006,8
3129,20101007,16
3130,20101008,8
3131,20101009,18
3132,20101010,6
3133,20101011,15
3134,20101012,6
3135,20101013,15
3136,20101014,17
3137,20101015,1
3138,20101016,7
3139,20101017,11
3140,20101018,10
3141,20101019,15
3142,20101020,9
3143,20101021,11
3144,20101022,19
3145,20101023,7
3146,20101024,9
3147,20101025,23
3148,20101026,12
3149,20101027,17
3150,20101028,15
3151,20101029,8
3152,20101030,9
3153,20101031,11
3154,20101100,1
3155,20101101,22
3156,20101102,35
3157,20101103,18
3158,20101104,14
3159,20101105,11
3160,20101106,9
3161,20101107,20
3162,20101108,22
3163,20101109,17
3164,20101110,23
3165,20101111,19
3166,20101112,6
3167,20101113,6
3168,20101114,13
3169,20101115,17
3170,20101116,11
3171,20101117,8
3172,20101118,11
3173,20101119,13
3174,20101120,18
3175,20101121,15
3176,20101122,22
3177,20101123,12
3178,20101124,15
3179,20101125,9
3180,20101126,11
3181,20101127,10
3182,20101128,23
3183,20101129,20
3184,20101130,16
3185,20101201,15
3186,20101202,14
3187,20101203,14
3188,20101204,10
3189,20101205,5
3190,20101206,10
3191,20101207,18
3192,20101208,13
3193,20101209,13
3194,20101210,6
3195,20101211,15
3196,20101212,9
3197,20101213,12
3198,20101214,20
3199,20101215,10
3200,20101216,21
3201,20101217,12
3202,20101218,9
3203,20101219,10
3204,20101220,11
3205,20101221,16
3206,20101222,13
3207,20101223,16
3208,20101224,20
3209,20101225,8
3210,20101226,9
3211,20101227,16
3212,20101228,6
3213,20101229,10
3214,20101230,19
3215,20101231,5
3216,20070101,10
3217,20070103,2
3218,20070104,2
